ID,technology,source,source_type,year,type,country,capacity_definition,comment,capacity,energy_source_level_0,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology_level
46,"Fossil fuels",RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,25149.83,0,1,0,0,0
47,"Fossil fuels",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,17601,0,1,0,0,0
48,"Fossil fuels",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,15721,0,1,0,0,0
49,"Fossil fuels",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,14926,0,1,0,0,0
50,"Fossil fuels",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,22047,0,1,0,0,0
51,"Fossil fuels",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,19189,0,1,0,0,0
52,"Fossil fuels",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,18089,0,1,0,0,0
154,"Hard coal",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,4810,0,0,1,1,1
155,"Hard coal",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,2930,0,0,1,1,1
156,"Hard coal",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,2930,0,0,1,1,1
157,"Hard coal",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,3972,0,0,1,1,1
158,"Hard coal",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,3966,0,0,1,1,1
159,"Hard coal",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,2977,0,0,1,1,1
185,Oil,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,6670,0,0,1,1,1
186,Oil,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,6670,0,0,1,1,1
187,Oil,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,5300,0,0,1,1,1
188,Oil,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,6263,0,0,1,1,1
189,Oil,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,3271,0,0,1,1,1
190,Oil,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,2874,0,0,1,1,1
219,"Natural gas",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,6121,0,0,1,1,0
220,"Natural gas",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,6121,0,0,1,1,0
221,"Natural gas",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,6696,0,0,1,1,0
222,"Natural gas",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,11812,0,0,1,1,0
223,"Natural gas",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,11952,0,0,1,1,0
224,"Natural gas",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,12238,0,0,1,1,0
301,"Differently categorized natural gas",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,6121,0,0,0,0,1
302,"Differently categorized natural gas",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,6121,0,0,0,0,1
303,"Differently categorized natural gas",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,6696,0,0,0,0,1
304,"Differently categorized natural gas",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,11952,0,0,0,0,1
396,"Differently categorized fossil fuels",RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,25149.83,0,0,1,1,1
505,Nuclear,RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,63130,0,1,1,1,1
506,Nuclear,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,63130,0,1,1,1,1
507,Nuclear,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,63130,0,1,1,1,1
508,Nuclear,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,63130,0,1,1,1,1
509,Nuclear,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,63130,0,1,1,1,1
510,Nuclear,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,63130,0,1,1,1,1
511,Nuclear,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,63130,0,1,1,1,1
638,"Renewable energy sources",RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,34183.13,0,1,0,0,0
639,"Renewable energy sources",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,40245.76,0,1,0,0,0
640,"Renewable energy sources",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,42356.5,0,1,0,0,0
641,"Renewable energy sources",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,45161.64,0,1,0,0,0
642,"Renewable energy sources",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,46588,0,1,0,0,0
643,"Renewable energy sources",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,48226,0,1,0,0,0
644,"Renewable energy sources",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,49457,0,1,0,0,0
769,Hydro,RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,25502.16,0,0,1,1,0
770,Hydro,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,23492.76,0,0,1,1,0
771,Hydro,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,23494.5,0,0,1,1,0
772,Hydro,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,23522.64,0,0,1,1,0
773,Hydro,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,24820,0,0,1,1,0
774,Hydro,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,24257,0,0,1,1,0
775,Hydro,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,21603,0,0,1,1,0
858,Run-of-river,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,10314.1,0,0,0,0,1
859,Run-of-river,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,10325.5,0,0,0,0,1
860,Run-of-river,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,10326.98,0,0,0,0,1
861,Run-of-river,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,11222,0,0,0,0,1
862,Run-of-river,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,10955,0,0,0,0,1
863,Run-of-river,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,9759,0,0,0,0,1
871,Reservoir,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,8213.66,0,0,0,0,1
872,Reservoir,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,8204,0,0,0,0,1
873,Reservoir,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,8230.66,0,0,0,0,1
874,Reservoir,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,8578,0,0,0,0,1
875,Reservoir,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,8279,0,0,0,0,1
876,Reservoir,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,7188,0,0,0,0,1
889,"Pumped storage",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,4965,0,0,0,0,1
890,"Pumped storage",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,4965,0,0,0,0,1
891,"Pumped storage",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,4965,0,0,0,0,1
892,"Pumped storage",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,5020,0,0,0,0,1
893,"Pumped storage",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,5023,0,0,0,0,1
894,"Pumped storage",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,4656,0,0,0,0,1
958,"Differently categorized hydro",RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,25502.16,0,0,0,0,1
1077,Wind,RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,4330,0,0,1,1,0
1078,Wind,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,10322,0,0,1,1,0
1079,Wind,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,11680,0,0,1,1,0
1080,Wind,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,13569,0,0,1,1,0
1081,Wind,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,12518,0,0,1,1,0
1082,Wind,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,13610,0,0,1,1,0
1083,Wind,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,16592,0,0,1,1,0
1177,Onshore,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,10312,0,0,0,0,1
1178,Onshore,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,11670,0,0,0,0,1
1179,Onshore,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,13559,0,0,0,0,1
1180,Onshore,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,12518,0,0,0,0,1
1181,Onshore,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,13610,0,0,0,0,1
1182,Onshore,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,16578,0,0,0,0,1
1198,Offshore,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,10,0,0,0,0,1
1199,Offshore,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,10,0,0,0,0,1
1200,Offshore,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,10,0,0,0,0,1
1201,Offshore,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,0,0,0,0,0,1
1202,Offshore,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,14,0,0,0,0,1
1237,"Differently categorized wind",RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,4330,0,0,0,0,1
1335,Solar,RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,4350.97,0,0,1,1,0
1336,Solar,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,6191,0,0,1,1,0
1337,Solar,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,6772,0,0,1,1,0
1338,Solar,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,7660,0,0,1,1,0
1339,Solar,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,7170,0,0,1,1,0
1340,Solar,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,8188,0,0,1,1,0
1341,Solar,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,9438,0,0,1,1,0
1422,Photovoltaics,RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,4350.97,0,0,0,0,1
1459,"Differently categorized solar",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,6191,0,0,0,0,1
1460,"Differently categorized solar",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,6772,0,0,0,0,1
1461,"Differently categorized solar",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,7660,0,0,0,0,1
1462,"Differently categorized solar",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,8188,0,0,0,0,1
1463,"Differently categorized solar",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,9438,0,0,0,0,1
1519,Marine,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,240,0,0,1,1,1
1520,Marine,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,240,0,0,1,1,1
1521,Marine,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,240,0,0,1,1,1
1522,Marine,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,240,0,0,1,1,1
1523,Marine,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,240,0,0,1,1,1
1524,Marine,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,246,0,0,1,1,1
1538,"Bioenergy and renewable waste",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,170,0,0,1,0,0
1539,"Bioenergy and renewable waste",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,170,0,0,1,0,0
1540,"Bioenergy and renewable waste",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,1840,0,0,1,0,0
1541,"Bioenergy and renewable waste",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,1931,0,0,1,0,0
1542,"Bioenergy and renewable waste",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,1578,0,0,1,0,0
1597,"Biomass and biogas",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,170,0,0,0,1,1
1598,"Biomass and biogas",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,170,0,0,0,1,1
1599,"Biomass and biogas",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,1840,0,0,0,1,1
1600,"Biomass and biogas",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,1931,0,0,0,1,1
1601,"Biomass and biogas",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,1578,0,0,0,1,1
1756,"Other or unspecified energy sources",RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,1486.33,0,1,1,1,1
1757,"Other or unspecified energy sources",RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,62,0,1,1,1,1
1758,"Other or unspecified energy sources",RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,62,0,1,1,1,1
1759,"Other or unspecified energy sources",RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,62,0,1,1,1,1
1760,"Other or unspecified energy sources",RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,175,0,1,1,1,1
1761,"Other or unspecified energy sources",RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,108,0,1,1,1,1
1762,"Other or unspecified energy sources",RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,1070,0,1,1,1,1
1886,Total,RTE,"Transmission System Operator",2014,"Installed capacity in MW",FR,Unknown,,123949.29,1,0,0,0,0
1887,Total,RTE,"Transmission System Operator",2015,"Installed capacity in MW",FR,Unknown,,121038.77,1,0,0,0,0
1888,Total,RTE,"Transmission System Operator",2016,"Installed capacity in MW",FR,Unknown,,121269.5,1,0,0,0,0
1889,Total,RTE,"Transmission System Operator",2017,"Installed capacity in MW",FR,Unknown,,123279.64,1,0,0,0,0
1890,Total,RTE,"Transmission System Operator",2018,"Installed capacity in MW",FR,Unknown,,131940,1,0,0,0,0
1891,Total,RTE,"Transmission System Operator",2019,"Installed capacity in MW",FR,Unknown,,130653,1,0,0,0,0
1892,Total,RTE,"Transmission System Operator",2020,"Installed capacity in MW",FR,Unknown,,131746,1,0,0,0,0
1539,"Biomass and biogas",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,1,0,0,0,1,1
1540,"Concentrated solar power",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1541,"Fossil fuels",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,7208,0,1,0,0,0
1542,Geothermal,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1543,Hydro,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,1401,0,0,1,1,0
1544,Marine,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1545,"Non-renewable waste",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,172,0,0,1,1,1
1546,Nuclear,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,5500,0,1,1,1,1
1547,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,26,0,0,0,1,1
1548,Photovoltaics,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1549,"Pumped storage",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1550,Wind,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1551,"Differently categorized solar",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1552,Solar,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1553,"Differently categorized wind",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1554,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,27,0,0,1,0,0
1555,"Renewable energy sources",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,1433,0,1,0,0,0
1556,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,7036,0,0,1,1,1
1557,Total,EUROSTAT,"Statistical Office",1990,"Installed capacity in MW",BE,Unknown,,14141,1,0,0,0,0
1558,"Biomass and biogas",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,1,0,0,0,1,1
1559,"Concentrated solar power",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1560,"Fossil fuels",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,7180,0,1,0,0,0
1561,Geothermal,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1562,Hydro,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,1401,0,0,1,1,0
1563,Marine,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1564,"Non-renewable waste",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,203,0,0,1,1,1
1565,Nuclear,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,5485,0,1,1,1,1
1566,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,26,0,0,0,1,1
1567,Photovoltaics,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1568,"Pumped storage",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1569,Wind,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1570,"Differently categorized solar",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1571,Solar,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1572,"Differently categorized wind",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1573,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,27,0,0,1,0,0
1574,"Renewable energy sources",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,1433,0,1,0,0,0
1575,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,6977,0,0,1,1,1
1576,Total,EUROSTAT,"Statistical Office",1991,"Installed capacity in MW",BE,Unknown,,14098,1,0,0,0,0
1577,"Biomass and biogas",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,0,0,0,0,1,1
1578,"Concentrated solar power",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1579,"Fossil fuels",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,7130,0,1,0,0,0
1580,Geothermal,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1581,Hydro,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,1401,0,0,1,1,0
1582,Marine,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1583,"Non-renewable waste",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,231,0,0,1,1,1
1584,Nuclear,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,5485,0,1,1,1,1
1585,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,18,0,0,0,1,1
1586,Photovoltaics,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1587,"Pumped storage",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1588,Wind,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1589,"Differently categorized solar",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1590,Solar,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1591,"Differently categorized wind",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1592,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,18,0,0,1,0,0
1593,"Renewable energy sources",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,1424,0,1,0,0,0
1594,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,6899,0,0,1,1,1
1595,Total,EUROSTAT,"Statistical Office",1992,"Installed capacity in MW",BE,Unknown,,14039,1,0,0,0,0
1596,"Biomass and biogas",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,0,0,0,0,1,1
1597,"Concentrated solar power",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1598,"Fossil fuels",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,7150,0,1,0,0,0
1599,Geothermal,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1600,Hydro,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,1402,0,0,1,1,0
1601,Marine,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1602,"Non-renewable waste",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,252,0,0,1,1,1
1603,Nuclear,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,5485,0,1,1,1,1
1604,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,11,0,0,0,1,1
1605,Photovoltaics,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1606,"Pumped storage",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1607,Wind,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1608,"Differently categorized solar",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1609,Solar,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1610,"Differently categorized wind",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1611,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,11,0,0,1,0,0
1612,"Renewable energy sources",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,1418,0,1,0,0,0
1613,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,6898,0,0,1,1,1
1614,Total,EUROSTAT,"Statistical Office",1993,"Installed capacity in MW",BE,Unknown,,14053,1,0,0,0,0
1615,"Biomass and biogas",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,1,0,0,0,1,1
1616,"Concentrated solar power",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1617,"Fossil fuels",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,7952,0,1,0,0,0
1618,Geothermal,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1619,Hydro,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,1402,0,0,1,1,0
1620,Marine,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1621,"Non-renewable waste",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,251,0,0,1,1,1
1622,Nuclear,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,5528,0,1,1,1,1
1623,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,11,0,0,0,1,1
1624,Photovoltaics,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1625,"Pumped storage",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1626,Wind,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1627,"Differently categorized solar",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1628,Solar,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1629,"Differently categorized wind",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1630,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,12,0,0,1,0,0
1631,"Renewable energy sources",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,1419,0,1,0,0,0
1632,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,7701,0,0,1,1,1
1633,Total,EUROSTAT,"Statistical Office",1994,"Installed capacity in MW",BE,Unknown,,14899,1,0,0,0,0
