ID,technology,source,source_type,year,type,country,capacity_definition,comment,capacity,energy_source_level_0,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology_level
3165,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DE,"Net capacity",,2972,0,0,1,1,1
3166,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DE,"Net capacity",,559,0,0,1,1,1
3191,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",FR,"Net capacity",,298,0,0,1,1,1
3192,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",FR,"Net capacity",,1194,0,0,1,1,1
3193,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",FR,"Net capacity",,259,0,0,1,1,1
3194,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",FR,"Net capacity",,1240,0,0,1,1,1
3195,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
3196,"Differently categorized renewable energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
3340,"Renewable energy sources","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",BE,"Net capacity",,4080,0,1,0,0,0
3341,"Renewable energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",BE,"Net capacity",,5562,0,1,0,0,0
3342,"Renewable energy sources","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",BE,"Net capacity",,6502,0,1,0,0,0
3343,"Renewable energy sources","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",BE,"Net capacity",,7540,0,1,0,0,0
3344,"Renewable energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",BE,"Net capacity",,7764,0,1,0,0,0
3345,"Renewable energy sources","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",BE,"Net capacity",,7170,0,1,0,0,0
3369,"Renewable energy sources","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DE,"Net capacity",,88140,0,1,0,0,0
3370,"Renewable energy sources","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DE,"Net capacity",,92195,0,1,0,0,0
3371,"Renewable energy sources","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DE,"Net capacity",,58100,0,1,0,0,0
3372,"Renewable energy sources","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DE,"Net capacity",,81700,0,1,0,0,0
3373,"Renewable energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DE,"Net capacity",,62741,0,1,0,0,0
3374,"Renewable energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DE,"Net capacity",,98924,0,1,0,0,0
3399,"Renewable energy sources","ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",FR,"Net capacity",,39452,0,1,0,0,0
3400,"Renewable energy sources","ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",FR,"Net capacity",,32977,0,1,0,0,0
3401,"Renewable energy sources","ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",FR,"Net capacity",,38016,0,1,0,0,0
3402,"Renewable energy sources","ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",FR,"Net capacity",,35932,0,1,0,0,0
3403,"Renewable energy sources","ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",FR,"Net capacity",,41554,0,1,0,0,0
3404,"Renewable energy sources","ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,43627,0,1,0,0,0
3548,Total,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",BE,"Net capacity",,18693,1,0,0,0,0
3549,Total,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",BE,"Net capacity",,20027,1,0,0,0,0
3550,Total,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",BE,"Net capacity",,20813,1,0,0,0,0
3551,Total,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",BE,"Net capacity",,20105,1,0,0,0,0
3552,Total,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",BE,"Net capacity",,21289,1,0,0,0,0
3553,Total,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",BE,"Net capacity",,20596,1,0,0,0,0
3577,Total,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",DE,"Net capacity",,183099,1,0,0,0,0
3578,Total,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",DE,"Net capacity",,190063,1,0,0,0,0
3579,Total,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",DE,"Net capacity",,152200,1,0,0,0,0
3580,Total,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",DE,"Net capacity",,175713,1,0,0,0,0
3581,Total,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",DE,"Net capacity",,145019,1,0,0,0,0
3582,Total,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",DE,"Net capacity",,188463,1,0,0,0,0
3607,Total,"ENTSO-E Data Portal","Other association",2013,"Installed capacity in MW",FR,"Net capacity",,128289,1,0,0,0,0
3608,Total,"ENTSO-E Data Portal","Other association",2010,"Installed capacity in MW",FR,"Net capacity",,123510,1,0,0,0,0
3609,Total,"ENTSO-E Data Portal","Other association",2012,"Installed capacity in MW",FR,"Net capacity",,128972,1,0,0,0,0
3610,Total,"ENTSO-E Data Portal","Other association",2011,"Installed capacity in MW",FR,"Net capacity",,126875,1,0,0,0,0
3611,Total,"ENTSO-E Data Portal","Other association",2014,"Installed capacity in MW",FR,"Net capacity",,128419,1,0,0,0,0
3612,Total,"ENTSO-E Data Portal","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,129310,1,0,0,0,0
37,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,,0,0,0,1,1
38,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,170,0,0,0,1,1
39,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,170,0,0,0,1,1
40,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,1840,0,0,0,1,1
41,"Biomass and biogas","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,1931,0,0,0,1,1
153,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
154,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
155,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
156,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
157,"Differently categorized renewable energy sources","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
269,Geothermal,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
270,Geothermal,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
271,Geothermal,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
272,Geothermal,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
273,Geothermal,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
385,"Hard coal","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,4810,0,0,1,1,1
386,"Hard coal","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,2930,0,0,1,1,1
387,"Hard coal","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,2930,0,0,1,1,1
388,"Hard coal","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,3972,0,0,1,1,1
389,"Hard coal","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,3966,0,0,1,1,1
501,Lignite,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
502,Lignite,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
503,Lignite,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
504,Lignite,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
505,Lignite,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
617,Marine,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,240,0,0,1,1,1
618,Marine,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,240,0,0,1,1,1
619,Marine,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,240,0,0,1,1,1
620,Marine,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,240,0,0,1,1,1
621,Marine,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,240,0,0,1,1,1
733,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
734,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
735,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
736,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
737,"Mixed fossil fuels","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
849,"Natural gas","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,6121,0,0,1,1,0
850,"Natural gas","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,6121,0,0,1,1,0
851,"Natural gas","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,6696,0,0,1,1,0
852,"Natural gas","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,11812,0,0,1,1,0
853,"Natural gas","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,11952,0,0,1,1,0
965,Nuclear,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,63130,0,1,1,1,1
966,Nuclear,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,63130,0,1,1,1,1
967,Nuclear,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,63130,0,1,1,1,1
968,Nuclear,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,63130,0,1,1,1,1
969,Nuclear,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,63130,0,1,1,1,1
1081,Offshore,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,10,0,0,0,0,1
1082,Offshore,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,10,0,0,0,0,1
1083,Offshore,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,10,0,0,0,0,1
1084,Offshore,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,0,0,0,0,0,1
1085,Offshore,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,0,0,0,0,0,1
1197,Oil,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,6670,0,0,1,1,1
1198,Oil,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,6670,0,0,1,1,1
1199,Oil,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,5300,0,0,1,1,1
1200,Oil,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,6263,0,0,1,1,1
1201,Oil,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,3271,0,0,1,1,1
1313,Onshore,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,357,0,0,0,0,1
1314,Onshore,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,1426,0,0,0,0,1
1315,Onshore,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,1568.5,0,0,0,0,1
1316,Onshore,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,12518,0,0,0,0,1
1317,Onshore,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,13610,0,0,0,0,1
1429,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,,0,0,0,1,1
1430,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,,0,0,0,1,1
1431,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,,0,0,0,1,1
1432,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,,0,0,0,1,1
1433,"Other bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,,0,0,0,1,1
1545,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
1546,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
1547,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
1548,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
1549,"Other fossil fuels","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,,0,0,1,1,1
1661,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,62,0,1,1,1,1
1662,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,62,0,1,1,1,1
1663,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,62,0,1,1,1,1
1664,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,175,0,1,1,1,1
1665,"Other or unspecified energy sources","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,108,0,1,1,1,1
1777,"Pumped storage","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,4965,0,0,0,0,1
1778,"Pumped storage","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,4965,0,0,0,0,1
1779,"Pumped storage","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,4965,0,0,0,0,1
1780,"Pumped storage","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,5020,0,0,0,0,1
1781,"Pumped storage","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,5023,0,0,0,0,1
1893,Reservoir,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,8213.66,0,0,0,0,1
1894,Reservoir,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,8204,0,0,0,0,1
1895,Reservoir,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,8230.66,0,0,0,0,1
1896,Reservoir,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,8578,0,0,0,0,1
1897,Reservoir,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,8279,0,0,0,0,1
2009,Run-of-river,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,10314.1,0,0,0,0,1
2010,Run-of-river,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,10325.5,0,0,0,0,1
2011,Run-of-river,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,10326.98,0,0,0,0,1
2012,Run-of-river,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,11222,0,0,0,0,1
2013,Run-of-river,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,10955,0,0,0,0,1
2125,Solar,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,39,0,0,1,1,0
2126,Solar,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,396.6,0,0,1,1,0
2127,Solar,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,378.4,0,0,1,1,0
2128,Solar,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,7170,0,0,1,1,0
2129,Solar,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,8188,0,0,1,1,0
2241,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,39,0,0,0,0,1
2242,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,396.6,0,0,0,0,1
2243,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,378.4,0,0,0,0,1
2244,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,7170,0,0,0,0,1
2245,"Differently categorized solar","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,8188,0,0,0,0,1
2357,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,6121,0,0,0,0,1
2358,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,6121,0,0,0,0,1
2359,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,6696,0,0,0,0,1
2360,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,11812,0,0,0,0,1
2361,"Differently categorized natural gas","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,11952,0,0,0,0,1
2473,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2474,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2475,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2476,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2477,"Non-renewable waste","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2589,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2590,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2591,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2592,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2593,"Differently categorized fossil fuels","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
2705,Hydro,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,23492.76,0,0,1,1,0
2706,Hydro,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,23494.5,0,0,1,1,0
2707,Hydro,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,23522.64,0,0,1,1,0
2708,Hydro,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,24820,0,0,1,1,0
2709,Hydro,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,24257,0,0,1,1,0
2821,Wind,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,367,0,0,1,1,0
2822,Wind,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,1436,0,0,1,1,0
2823,Wind,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,1578.5,0,0,1,1,0
2824,Wind,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,12518,0,0,1,1,0
2825,Wind,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,13610,0,0,1,1,0
2937,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,0,0
2938,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,170,0,0,1,0,0
2939,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,170,0,0,1,0,0
2940,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,1840,0,0,1,0,0
2941,"Bioenergy and renewable waste","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,1931,0,0,1,0,0
3053,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,24138.76,0,1,0,0,0
3054,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,25737.1,0,1,0,0,0
3055,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,25889.54,0,1,0,0,0
3056,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,46588,0,1,0,0,0
3057,"Renewable energy sources","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,48226,0,1,0,0,0
3169,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,17601,0,1,0,0,0
3170,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,15721,0,1,0,0,0
3171,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,14926,0,1,0,0,0
3172,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,22047,0,1,0,0,0
3173,"Fossil fuels","ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,19189,0,1,0,0,0
3285,Total,"ENTSO-E Transparency Platform","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,104931.76,1,0,0,0,0
3286,Total,"ENTSO-E Transparency Platform","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,104650.1,1,0,0,0,0
3287,Total,"ENTSO-E Transparency Platform","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,104007.54,1,0,0,0,0
3288,Total,"ENTSO-E Transparency Platform","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,131940,1,0,0,0,0
3289,Total,"ENTSO-E Transparency Platform","Other association",2019,"Installed capacity in MW",FR,"Net capacity",,130653,1,0,0,0,0
40,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",FR,"Net capacity",,361.13,0,0,0,1,1
41,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,416.73,0,0,0,1,1
42,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,522.74,0,0,0,1,1
43,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,542.585,0,0,0,1,1
44,"Biomass and biogas","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,571.795,0,0,0,1,1
160,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
161,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
162,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
163,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
164,"Differently categorized fossil fuels","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
280,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",FR,"Net capacity",,0,0,0,1,1,1
281,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2015,"Installed capacity in MW",FR,"Net capacity",,1727.66,0,0,1,1,1
282,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2016,"Installed capacity in MW",FR,"Net capacity",,1727.66,0,0,1,1,1
283,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2017,"Installed capacity in MW",FR,"Net capacity",,1727.66,0,0,1,1,1
284,"Differently categorized renewable energy sources","ENTSO-E Power Statistics","Other association",2018,"Installed capacity in MW",FR,"Net capacity",,1727.66,0,0,1,1,1
400,"Differently categorized solar","ENTSO-E Power Statistics","Other association",2014,"Installed capacity in MW",FR,"Net capacity",,0,0,0,0,0,1
